Trip ID,Pickup Date,Vehicle,Payment_type,Sumpass,Sum trip,book value,Location,total Bookings,pick hour
5252,2024-06-02 00:00:00,Uber Green,Uber Pay,1,3.86,$18.9,Upper East Side North,1.0,16
5253,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.07,$13.6,Kips Bay,1.0,16
5254,2024-06-02 00:00:00,UberX,Uber Pay,6,2.08,$14.8,Lenox Hill East,1.0,16
5255,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.8,$9.6,Lincoln Square West,1.0,16
5259,2024-06-02 00:00:00,Uber Black,Uber Pay,1,4.26,$25.5,Kips Bay,1.0,16
5260,2024-06-02 00:00:00,Uber Black,Uber Pay,1,7.58,$40.5,Midtown East,1.0,16
5261,2024-06-02 00:00:00,Uber Black,Uber Pay,1,10.47,$41.0,Upper East Side South,1.0,16
5264,2024-06-02 00:00:00,UberX,Uber Pay,1,1.23,$8.0,East Harlem South,1.0,16
5265,2024-06-02 00:00:00,UberX,Uber Pay,1,1.83,$11.2,Central Park,1.0,16
5266,2024-06-02 00:00:00,Uber Comfort,Uber Pay,5,8.08,$46.1,East Village,1.0,16
5267,2024-06-02 00:00:00,UberX,Uber Pay,1,3.41,$18.2,Penn Station/Madison Sq West,1.0,16
5268,2024-06-02 00:00:00,UberX,Uber Pay,1,2.2,$13.5,Greenwich Village North,1.0,16
5271,2024-06-02 00:00:00,Uber Black,Uber Pay,1,5.28,$26.0,Upper East Side North,1.0,16
5272,2024-06-02 00:00:00,UberX,Uber Pay,1,1.8,$8.7,Lincoln Square East,1.0,16
5273,2024-06-02 00:00:00,UberX,Uber Pay,1,2.7,$12.2,Clinton East,1.0,16
5275,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.83,$14.2,Central Harlem North,1.0,16
5276,2024-06-02 00:00:00,Uber Green,Uber Pay,1,7.8,$31.5,Yorkville West,1.0,16
5277,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.2,$9.9,Gramercy,1.0,16
5278,2024-06-02 00:00:00,Uber Black,Uber Pay,1,1.24,$10.0,East Harlem South,1.0,16
5279,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.88,$15.6,Upper West Side North,1.0,16
5281,2024-06-02 00:00:00,Uber Green,Uber Pay,1,3.25,$15.9,Union Sq,1.0,16
5283,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,3.52,$22.5,TriBeCa/Civic Center,1.0,15
5285,2024-06-02 00:00:00,Uber Black,Uber Pay,1,7.1,$32.5,Midtown North,1.0,16
5286,2024-06-02 00:00:00,Uber Green,Uber Pay,1,5.12,$22.5,Upper West Side South,1.0,16
5289,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.97,$17.1,Flatiron,1.0,16
5292,2024-06-02 00:00:00,UberXL,Uber Pay,1,1.54,$10.9,Murray Hill,1.0,16
5293,2024-06-02 00:00:00,UberX,Uber Pay,1,2.42,$15.9,Kips Bay,1.0,16
5295,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.92,$8.5,Union Sq,1.0,16
5298,2024-06-02 00:00:00,UberX,Uber Pay,1,4,$20.1,Midtown South,1.0,16
5301,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.6,$11.5,Upper West Side South,1.0,16
5308,2024-06-02 00:00:00,Uber Green,Uber Pay,1,3.29,$18.5,Midtown East,1.0,16
5313,2024-06-02 00:00:00,UberX,Uber Pay,1,3.6,$16.5,Midtown Center,1.0,16
5314,2024-06-02 00:00:00,UberX,Uber Pay,1,2.8,$14.5,Sutton Place/Turtle Bay North,1.0,16
5317,2024-06-02 00:00:00,UberX,Uber Pay,1,1.1,$9.3,Upper East Side North,1.0,16
5318,2024-06-02 00:00:00,UberX,Uber Pay,1,6.4,$26.5,Union Sq,1.0,16
5320,2024-06-02 00:00:00,Uber Black,Uber Pay,2,1.3,$7.5,Lenox Hill West,1.0,16
5323,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.12,$13.0,Lincoln Square West,1.0,16
5324,2024-06-02 00:00:00,Uber Black,Uber Pay,3,5.38,$26.7,Penn Station/Madison Sq West,1.0,16
5325,2024-06-02 00:00:00,UberX,Uber Pay,1,4.98,$29.7,Murray Hill,1.0,16
5326,2024-06-02 00:00:00,Uber Black,Uber Pay,1,1.4,$9.9,East Harlem South,1.0,16
5327,2024-06-02 00:00:00,UberX,Uber Pay,2,1.2,$8.7,Upper West Side North,1.0,16
5328,2024-06-02 00:00:00,UberXL,Uber Pay,1,5,$22.5,Central Park,1.0,16
5330,2024-06-02 00:00:00,UberX,Uber Pay,5,3.11,$12.5,Upper West Side North,1.0,16
5331,2024-06-02 00:00:00,UberX,Uber Pay,1,2.59,$11.5,Lenox Hill East,1.0,16
5334,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.74,$15.3,Murray Hill,1.0,16
5335,2024-06-02 00:00:00,UberXL,Uber Pay,1,3.35,$25.5,East Village,1.0,16
5336,2024-06-02 00:00:00,UberX,Uber Pay,1,2.2,$14.2,Gramercy,1.0,16
5337,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.1,$30.0,West Chelsea/Hudson Yards,1.0,16
5340,2024-06-02 00:00:00,UberX,Uber Pay,3,5.9,$30.3,Lenox Hill West,1.0,17
5342,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,7.67,$28.0,Lincoln Square East,1.0,17
5343,2024-06-02 00:00:00,UberX,Uber Pay,1,1.32,$8.1,Upper West Side South,1.0,17
5346,2024-06-02 00:00:00,Uber Green,Uber Pay,3,1.26,$7.5,Upper East Side South,1.0,17
5347,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.8,$14.0,Garment District,1.0,17
5351,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.9,$14.7,Upper East Side South,1.0,17
5353,2024-06-02 00:00:00,UberX,Uber Pay,1,1.6,$11.7,Upper West Side North,1.0,17
5354,2024-06-02 00:00:00,UberX,Uber Pay,1,2.47,$9.5,Manhattan Valley,1.0,17
5355,2024-06-02 00:00:00,Uber Black,Uber Pay,1,2.5,$14.1,UN/Turtle Bay South,1.0,17
5356,2024-06-02 00:00:00,UberX,Uber Pay,1,11.5,$45.0,Lincoln Square East,1.0,17
5357,2024-06-02 00:00:00,UberX,Uber Pay,1,1.19,$8.6,East Harlem South,1.0,17
5359,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.2,$8.7,Times Sq/Theatre District,1.0,17
5362,2024-06-02 00:00:00,UberX,Uber Pay,1,1.37,$8.8,Morningside Heights,1.0,17
5363,2024-06-02 00:00:00,UberX,Uber Pay,1,1.16,$9.3,Upper West Side North,1.0,17
5364,2024-06-02 00:00:00,UberX,Uber Pay,2,6.44,$24.3,Upper West Side South,1.0,17
5365,2024-06-02 00:00:00,UberX,Uber Pay,2,7.6,$34.5,Upper East Side North,1.0,17
5366,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.38,$10.0,UN/Turtle Bay South,1.0,17
5367,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.15,$11.7,Clinton East,1.0,17
5369,2024-06-02 00:00:00,Uber Comfort,Uber Pay,2,2.98,$16.5,Lenox Hill West,1.0,17
5370,2024-06-02 00:00:00,Uber Black,Uber Pay,1,1.2,$7.0,Penn Station/Madison Sq West,1.0,17
5371,2024-06-02 00:00:00,Uber Black,Uber Pay,1,3.4,$19.5,Times Sq/Theatre District,1.0,17
5372,2024-06-02 00:00:00,UberX,Uber Pay,1,3.04,$14.1,Lincoln Square East,1.0,17
5373,2024-06-02 00:00:00,UberXL,Uber Pay,1,1.77,$11.1,Upper East Side South,1.0,17
5375,2024-06-02 00:00:00,UberXL,Uber Pay,2,10.2,$38.9,Flushing,1.0,17
5377,2024-06-02 00:00:00,UberX,Uber Pay,2,1.49,$9.3,Upper East Side South,1.0,17
5381,2024-06-02 00:00:00,UberXL,Uber Pay,2,6.02,$28.6,Union Sq,1.0,17
5382,2024-06-02 00:00:00,Uber Black,Uber Pay,1,2.3,$12.9,Midtown East,1.0,17
5383,2024-06-02 00:00:00,Uber Green,Uber Pay,3,1.64,$8.5,Midtown East,1.0,17
5384,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.6,$10.5,Midtown South,1.0,17
5385,2024-06-02 00:00:00,UberX,Uber Pay,1,6.08,$26.1,Garment District,1.0,17
5386,2024-06-02 00:00:00,UberX,Uber Pay,2,2.5,$15.6,Financial District North,1.0,17
5391,2024-06-02 00:00:00,Uber Black,Uber Pay,1,5.2,$19.5,Washington Heights South,1.0,17
5394,2024-06-02 00:00:00,UberX,Uber Pay,1,3.7,$16.0,Upper West Side South,1.0,17
5396,2024-06-02 00:00:00,UberXL,Uber Pay,2,1.92,$9.0,Midtown East,1.0,17
5397,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.3,$9.9,Upper East Side North,1.0,17
5398,2024-06-02 00:00:00,UberXL,Uber Pay,1,1.6,$11.1,Upper East Side North,1.0,17
5400,2024-06-02 00:00:00,UberX,Uber Pay,6,3.21,$15.9,Fort Greene,1.0,17
5403,2024-06-02 00:00:00,UberX,Uber Pay,1,7.63,$30.3,Lenox Hill East,1.0,17
5404,2024-06-02 00:00:00,Uber Green,Uber Pay,1,3.5,$15.0,Sutton Place/Turtle Bay North,1.0,17
5410,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.2,$13.0,East Harlem South,1.0,17
5411,2024-06-02 00:00:00,UberX,Uber Pay,1,1.3,$9.9,East Harlem South,1.0,17
5412,2024-06-02 00:00:00,UberX,Uber Pay,5,3.67,$19.8,Manhattan Valley,1.0,6
5413,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.86,$11.1,Midtown Center,1.0,17
5416,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.1,$13.5,Union Sq,1.0,17
5418,2024-06-02 00:00:00,UberXL,Uber Pay,2,2.9,$12.9,Upper West Side South,1.0,17
5421,2024-06-02 00:00:00,UberXL,Uber Pay,2,1.08,$8.1,Kips Bay,1.0,17
5422,2024-06-02 00:00:00,UberX,Uber Pay,2,1.04,$7.5,Kips Bay,1.0,17
5423,2024-06-02 00:00:00,Uber Black,Uber Pay,1,8.5,$30.5,Flatiron,1.0,17
5426,2024-06-02 00:00:00,UberX,Uber Pay,1,3,$16.2,Midtown North,1.0,17
5427,2024-06-02 00:00:00,UberX,Uber Pay,1,1.8,$10.6,Upper West Side North,1.0,17
5430,2024-06-02 00:00:00,UberXL,Uber Pay,1,1.6,$18.9,UN/Turtle Bay South,1.0,17
5432,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.34,$11.1,Upper East Side South,1.0,17
5435,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.2,$14.9,Lincoln Square West,1.0,17
5437,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.29,$15.6,Bloomingdale,1.0,17
5438,2024-06-02 00:00:00,Uber Green,Uber Pay,1,8.8,$44.7,Lenox Hill East,1.0,17
5439,2024-06-02 00:00:00,UberX,Uber Pay,1,1.5,$8.7,Little Italy/NoLiTa,1.0,17
5440,2024-06-02 00:00:00,UberX,Uber Pay,1,2.6,$15.3,Murray Hill,1.0,17
5441,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,3.4,$17.3,Central Park,1.0,17
5442,2024-06-02 00:00:00,Uber Green,Uber Pay,1,5.9,$24.3,Greenwich Village North,1.0,17
5443,2024-06-02 00:00:00,UberXL,Uber Pay,1,1.6,$8.5,Midtown East,1.0,17
5444,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.49,$15.9,Union Sq,1.0,17
5446,2024-06-02 00:00:00,Uber Black,Uber Pay,1,1.1,$15.3,Lenox Hill East,1.0,17
5447,2024-06-02 00:00:00,UberX,Uber Pay,1,8.1,$31.0,East Harlem South,1.0,17
5450,2024-06-02 00:00:00,UberXL,Uber Pay,2,7.8,$32.5,Union Sq,1.0,17
5451,2024-06-02 00:00:00,Uber Comfort,Uber Pay,2,5.15,$23.7,Gramercy,1.0,17
5452,2024-06-02 00:00:00,UberXL,Uber Pay,1,1.6,$10.5,Upper East Side South,1.0,17
5455,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.79,$15.3,UN/Turtle Bay South,1.0,17
5457,2024-06-02 00:00:00,Uber Green,Uber Pay,1,4.5,$19.5,West Village,1.0,17
5458,2024-06-02 00:00:00,UberX,Uber Pay,2,2.02,$13.0,Gramercy,1.0,17
5459,2024-06-02 00:00:00,Uber Black,Uber Pay,2,2.21,$17.7,Lenox Hill East,1.0,17
5461,2024-06-02 00:00:00,UberXL,Uber Pay,2,1.2,$8.0,Lincoln Square East,1.0,17
5462,2024-06-02 00:00:00,Uber Black,Uber Pay,1,3.02,$16.5,Upper West Side South,1.0,17
5463,2024-06-02 00:00:00,UberX,Uber Pay,1,4.2,$25.5,Upper West Side North,1.0,17
5466,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.85,$12.9,East Harlem North,1.0,16
5467,2024-06-02 00:00:00,UberX,Uber Pay,1,9.39,$35.7,East Harlem South,1.0,17
5469,2024-06-02 00:00:00,Uber Black,Uber Pay,1,3.8,$19.8,Midtown East,1.0,17
5470,2024-06-02 00:00:00,UberX,Uber Pay,3,3.2,$16.1,Garment District,1.0,17
5471,2024-06-02 00:00:00,UberX,Uber Pay,1,2.65,$14.2,Kips Bay,1.0,17
5472,2024-06-02 00:00:00,UberX,Uber Pay,1,2.1,$15.6,Yorkville West,1.0,17
5473,2024-06-02 00:00:00,UberXL,Uber Pay,1,5.91,$24.5,Lenox Hill West,1.0,17
5474,2024-06-02 00:00:00,UberX,Uber Pay,1,8.44,$40.5,Kips Bay,1.0,17
5475,2024-06-02 00:00:00,Uber Green,Uber Pay,1,15.01,$50.0,JFK Airport,1.0,17
5477,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.37,$10.8,Murray Hill,1.0,17
5478,2024-06-02 00:00:00,Uber Green,Uber Pay,1,4.48,$19.8,Yorkville West,1.0,17
5480,2024-06-02 00:00:00,UberX,Uber Pay,1,1.23,$9.0,East Harlem South,1.0,17
5481,2024-06-02 00:00:00,UberX,Uber Pay,1,4.7,$22.1,Morningside Heights,1.0,17
5482,2024-06-02 00:00:00,UberX,Uber Pay,1,4.9,$22.5,Murray Hill,1.0,17
5484,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.86,$12.7,Lincoln Square East,1.0,17
5486,2024-06-02 00:00:00,UberXL,Uber Pay,1,1.4,$6.5,Yorkville East,1.0,17
5488,2024-06-02 00:00:00,UberX,Uber Pay,1,1.3,$8.2,East Harlem South,1.0,17
5490,2024-06-02 00:00:00,Uber Black,Uber Pay,1,2.06,$12.3,Lenox Hill West,1.0,17
5491,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.31,$8.0,Central Harlem North,1.0,17
5492,2024-06-02 00:00:00,UberXL,Uber Pay,1,1.5,$9.9,Midtown East,1.0,17
5493,2024-06-02 00:00:00,UberXL,Uber Pay,1,1.7,$10.3,Midtown East,1.0,17
5494,2024-06-02 00:00:00,UberX,Uber Pay,1,1.4,$9.3,East Chelsea,1.0,17
5495,2024-06-02 00:00:00,Uber Green,Uber Pay,1,4.12,$18.2,Penn Station/Madison Sq West,1.0,17
5496,2024-06-02 00:00:00,Uber Black,Uber Pay,1,3.63,$17.3,UN/Turtle Bay South,1.0,17
5497,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.61,$12.7,Lincoln Square West,1.0,17
5499,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.18,$8.1,Midtown North,1.0,17
5500,2024-06-02 00:00:00,Uber Comfort,Uber Pay,2,5.4,$23.6,Sutton Place/Turtle Bay North,1.0,17
5502,2024-06-02 00:00:00,Uber Black,Uber Pay,3,1.4,$11.7,Upper East Side South,1.0,17
5503,2024-06-02 00:00:00,UberX,Uber Pay,1,2,$10.5,Lenox Hill West,1.0,17
5505,2024-06-02 00:00:00,UberXL,Uber Pay,1,3.86,$18.3,Clinton East,1.0,17
5506,2024-06-02 00:00:00,Uber Black,Uber Pay,1,6,$25.5,Upper West Side North,1.0,17
5507,2024-06-02 00:00:00,UberXL,Uber Pay,2,7.7,$28.5,Bushwick North,1.0,17
5508,2024-06-02 00:00:00,UberX,Uber Pay,1,1.03,$10.4,East Harlem South,1.0,17
5509,2024-06-02 00:00:00,UberXL,Uber Pay,1,4,$18.5,Lincoln Square East,1.0,17
5510,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,3.1,$11.5,Midtown North,1.0,17
5511,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.81,$10.6,Crown Heights North,1.0,17
5513,2024-06-02 00:00:00,Uber Black,Uber Pay,1,2.34,$10.0,Clinton East,1.0,17
5514,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.53,$14.1,Penn Station/Madison Sq West,1.0,17
5515,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,3.53,$16.0,Upper West Side North,1.0,17
5516,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.38,$12.3,Central Park,1.0,17
5518,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.06,$9.7,Gramercy,1.0,17
5519,2024-06-02 00:00:00,Uber Black,Uber Pay,2,2,$12.3,East Village,1.0,17
5520,2024-06-02 00:00:00,UberX,Uber Pay,1,7.96,$29.2,LaGuardia Airport,1.0,17
5522,2024-06-02 00:00:00,UberX,Uber Pay,1,1.73,$10.5,Upper East Side South,1.0,17
5523,2024-06-02 00:00:00,UberX,Uber Pay,1,6.51,$27.0,Midtown Center,1.0,17
5524,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.03,$10.6,Midtown East,1.0,17
5525,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.08,$13.0,East Harlem North,1.0,17
5527,2024-06-02 00:00:00,Uber Black,Uber Pay,1,11.4,$39.8,Clinton East,1.0,17
5532,2024-06-02 00:00:00,UberX,Uber Pay,1,10.06,$36.0,LaGuardia Airport,1.0,17
5533,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.2,$11.1,Midtown Center,1.0,17
5535,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.72,$13.3,Upper West Side South,1.0,17
5536,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.94,$15.0,Murray Hill,1.0,17
5539,2024-06-02 00:00:00,UberX,Uber Pay,1,9.55,$35.1,Greenwich Village South,1.0,17
5541,2024-06-02 00:00:00,Uber Comfort,Uber Pay,2,1.2,$8.7,Lenox Hill West,1.0,17
5542,2024-06-02 00:00:00,UberX,Uber Pay,1,2.2,$10.0,East Harlem South,1.0,17
5543,2024-06-02 00:00:00,UberXL,Uber Pay,1,1.9,$11.5,Upper East Side North,1.0,17
5544,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.5,$13.3,Garment District,1.0,17
5546,2024-06-02 00:00:00,UberXL,Uber Pay,4,12.04,$36.0,LaGuardia Airport,1.0,17
5548,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.76,$12.0,Midtown North,1.0,17
5549,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.88,$9.7,Gramercy,1.0,17
5550,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,13,$52.5,Midtown East,1.0,17
5551,2024-06-02 00:00:00,Uber Black,Uber Pay,1,7.81,$29.7,Times Sq/Theatre District,1.0,17
5552,2024-06-02 00:00:00,UberXL,Uber Pay,3,1.1,$7.0,Lenox Hill West,1.0,17
5553,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.3,$9.3,Lenox Hill West,1.0,17
5554,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.25,$13.6,East Village,1.0,17
5555,2024-06-02 00:00:00,UberX,Uber Pay,1,5.86,$25.5,Greenwich Village South,1.0,17
5556,2024-06-02 00:00:00,UberX,Uber Pay,1,4.37,$18.9,UN/Turtle Bay South,1.0,17
5559,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.8,$19.8,Lenox Hill East,1.0,17
5561,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.63,$12.7,Upper East Side South,1.0,17
5564,2024-06-02 00:00:00,UberX,Uber Pay,1,1.6,$10.5,NV,1.0,17
5568,2024-06-02 00:00:00,UberX,Uber Pay,1,3.09,$15.3,Yorkville East,1.0,17
5570,2024-06-02 00:00:00,Uber Black,Uber Pay,1,5.18,$24.9,Flatiron,1.0,17
5571,2024-06-02 00:00:00,UberXL,Uber Pay,2,1.61,$11.7,Lenox Hill West,1.0,17
5572,2024-06-02 00:00:00,UberX,Uber Pay,1,2.08,$10.5,Midtown East,1.0,17
5573,2024-06-02 00:00:00,UberX,Uber Pay,1,5.34,$26.7,Kips Bay,1.0,17
5575,2024-06-02 00:00:00,Uber Black,Uber Pay,1,2.2,$12.5,Upper East Side South,1.0,17
5577,2024-06-02 00:00:00,UberX,Uber Pay,2,6.04,$23.6,Kips Bay,1.0,17
5580,2024-06-02 00:00:00,UberX,Uber Pay,1,1.1,$7.5,Union Sq,1.0,17
5581,2024-06-02 00:00:00,Uber Green,Uber Pay,2,1.6,$9.2,Greenwich Village South,1.0,17
5583,2024-06-02 00:00:00,Uber Comfort,Uber Pay,3,1.94,$12.3,Lincoln Square East,1.0,17
5585,2024-06-02 00:00:00,UberX,Uber Pay,1,1.12,$7.5,Midtown South,1.0,17
5586,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.7,$14.2,Upper East Side South,1.0,17
5587,2024-06-02 00:00:00,UberX,Uber Pay,1,1.59,$11.1,Upper East Side North,1.0,17
5588,2024-06-02 00:00:00,UberX,Uber Pay,1,2.47,$16.9,Kips Bay,1.0,17
5589,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.21,$11.7,Times Sq/Theatre District,1.0,17
5590,2024-06-02 00:00:00,Uber Green,Uber Pay,1,10.79,$47.3,Times Sq/Theatre District,1.0,17
5591,2024-06-02 00:00:00,Uber Green,Uber Pay,1,38.09,$100.0,LaGuardia Airport,1.0,17
5592,2024-06-02 00:00:00,UberX,Uber Pay,1,3.86,$23.5,East Harlem North,1.0,17
5593,2024-06-02 00:00:00,Uber Green,Uber Pay,1,2.51,$15.6,Upper East Side South,1.0,16
5594,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.8,$18.7,Midtown North,1.0,17
5596,2024-06-02 00:00:00,UberX,Uber Pay,1,1.38,$9.3,Upper East Side South,1.0,17
5597,2024-06-02 00:00:00,UberX,Uber Pay,1,2.9,$14.5,Central Harlem,1.0,17
5598,2024-06-02 00:00:00,UberX,Uber Pay,1,4.46,$19.1,Yorkville East,1.0,17
5601,2024-06-02 00:00:00,UberX,Uber Pay,1,1.1,$8.7,Upper East Side North,1.0,17
5602,2024-06-02 00:00:00,UberX,Uber Pay,2,1.4,$9.5,Upper West Side South,1.0,17
5603,2024-06-02 00:00:00,Uber Black,Uber Pay,1,2.8,$16.9,East Harlem South,1.0,17
5605,2024-06-02 00:00:00,Uber Black,Uber Pay,3,1.58,$9.7,Midtown East,1.0,18
5606,2024-06-02 00:00:00,UberX,Uber Pay,3,1.31,$8.1,Midtown Center,1.0,18
5607,2024-06-02 00:00:00,Uber Green,Uber Pay,1,4,$17.1,Upper East Side South,1.0,18
5609,2024-06-02 00:00:00,UberX,Uber Pay,1,1.2,$7.5,Penn Station/Madison Sq West,1.0,18
5612,2024-06-02 00:00:00,UberX,Uber Pay,1,12.5,$41.0,World Trade Center,1.0,18
5613,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2,$10.5,Central Harlem,1.0,18
5619,2024-06-02 00:00:00,UberX,Uber Pay,3,3.06,$14.2,Clinton West,1.0,18
5620,2024-06-02 00:00:00,UberX,Uber Pay,3,4.36,$15.4,Yorkville West,1.0,18
5621,2024-06-02 00:00:00,UberX,Uber Pay,1,1.7,$9.3,Yorkville East,1.0,18
5622,2024-06-02 00:00:00,UberXL,Uber Pay,1,1.01,$6.9,Upper East Side North,1.0,18
5623,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.76,$8.7,Sutton Place/Turtle Bay North,1.0,18
5624,2024-06-02 00:00:00,UberX,Uber Pay,1,5.06,$20.1,East Harlem South,1.0,18
5626,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.8,$15.9,Murray Hill,1.0,18
5628,2024-06-02 00:00:00,UberX,Uber Pay,1,1.9,$12.9,Lenox Hill East,1.0,18
5629,2024-06-02 00:00:00,UberX,Uber Pay,1,1.2,$8.1,Midtown Center,1.0,18
5630,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,3.22,$15.0,Midtown Center,1.0,18
5631,2024-06-02 00:00:00,UberX,Uber Pay,1,1.6,$9.7,Clinton East,1.0,18
5632,2024-06-02 00:00:00,UberX,Uber Pay,1,1.6,$11.7,Lincoln Square East,1.0,18
5634,2024-06-02 00:00:00,UberX,Uber Pay,1,1.7,$11.7,Upper East Side North,1.0,18
5636,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,2.7,$12.5,Midtown South,1.0,18
5637,2024-06-02 00:00:00,Uber Green,Uber Pay,1,1.1,$7.0,Sutton Place/Turtle Bay North,1.0,18
5639,2024-06-02 00:00:00,UberX,Uber Pay,1,3.8,$16.5,Upper East Side North,1.0,18
5640,2024-06-02 00:00:00,Uber Black,Uber Pay,2,1.33,$7.5,Upper West Side North,1.0,18
5641,2024-06-02 00:00:00,Uber Black,Uber Pay,6,3.98,$20.1,West Village,1.0,18
5644,2024-06-02 00:00:00,UberXL,Uber Pay,3,3.31,$18.3,Upper East Side South,1.0,18
5646,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,6.9,$29.2,East Chelsea,1.0,18
5648,2024-06-02 00:00:00,UberXL,Uber Pay,1,2.09,$15.3,Murray Hill,1.0,18
5651,2024-06-02 00:00:00,UberX,Uber Pay,4,1.99,$11.7,Midtown East,1.0,18
5652,2024-06-02 00:00:00,Uber Green,Uber Pay,4,2.56,$13.8,Midtown East,1.0,18
5654,2024-06-02 00:00:00,Uber Black,Uber Pay,6,1.11,$6.2,Upper East Side North,1.0,6
5655,2024-06-02 00:00:00,UberXL,Uber Pay,2,1.06,$7.7,Upper East Side South,1.0,18
5659,2024-06-02 00:00:00,UberX,Uber Pay,5,3.08,$14.7,Clinton East,1.0,18
5660,2024-06-02 00:00:00,UberX,Uber Pay,1,12.24,$45.8,Bensonhurst West,1.0,18
5661,2024-06-02 00:00:00,Uber Green,Uber Pay,1,8.45,$30.3,Cobble Hill,1.0,18
5663,2024-06-02 00:00:00,UberX,Uber Pay,2,3.3,$14.7,Central Park,1.0,18
5664,2024-06-02 00:00:00,UberX,Uber Pay,1,5.47,$25.5,Midtown East,1.0,18
5668,2024-06-02 00:00:00,UberX,Uber Pay,1,2.2,$12.3,Gramercy,1.0,18
5671,2024-06-02 00:00:00,Uber Black,Uber Pay,2,1.2,$9.5,Manhattan Valley,1.0,18
5672,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.5,$9.9,Kips Bay,1.0,18
5673,2024-06-02 00:00:00,UberX,Uber Pay,1,6.23,$27.9,Upper East Side North,1.0,18
5675,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,8.1,$31.7,Downtown Brooklyn/MetroTech,1.0,18
5676,2024-06-02 00:00:00,UberXL,Uber Pay,1,3.7,$18.0,Yorkville East,1.0,18
5677,2024-06-02 00:00:00,UberX,Uber Pay,1,1.06,$6.4,Sutton Place/Turtle Bay North,1.0,18
5679,2024-06-02 00:00:00,Uber Comfort,Uber Pay,1,1.1,$9.3,Lincoln Square West,1.0,18
5681,2024-06-02 00:00:00,UberX,Uber Pay,2,6.6,$25.5,Yorkville West,1.0,18
